work_year,job_title,salary_currency,salary,work_setting,company_location,company_size
2023,Data Engineer,USD,155000,In-person,United States,M
2023,Data Engineer,USD,194500,In-person,United States,M
2023,Data Engineer,USD,115500,In-person,United States,M
2023,Data Specialist,USD,110000,In-person,United States,M
2023,Data Specialist,USD,70000,In-person,United States,M
2023,ML Engineer,USD,199000,Remote,United States,M
2023,ML Engineer,USD,145000,Remote,United States,M
2023,Data Scientist,USD,200000,Remote,United States,M
2023,Data Scientist,USD,170000,Remote,United States,M
2023,Data Scientist,USD,150120,Remote,United States,M
2023,Data Scientist,USD,120096,Remote,United States,M
2023,Machine Learning Engineer,USD,253000,Remote,United States,M
2023,Machine Learning Engineer,USD,168000,Remote,United States,M
2023,Data Scientist,USD,200000,Remote,United States,M
2023,Data Scientist,USD,170000,Remote,United States,M
2023,Decision Scientist,USD,185900,In-person,United States,M
2023,Decision Scientist,USD,129300,In-person,United States,M
2023,Analytics Engineer,USD,178600,In-person,United States,M
2023,Analytics Engineer,USD,142880,In-person,United States,M
2023,Data Science Manager,USD,255000,In-person,United States,M
2023,Data Science Manager,USD,169000,In-person,United States,M
2023,Data Scientist,USD,155000,In-person,United States,M
2023,Data Scientist,USD,100000,In-person,United States,M
2023,Data Engineer,USD,151410,In-person,United States,M
2023,Data Engineer,USD,144200,In-person,United States,M
2023,Data Scientist,USD,151410,Remote,United States,M
2023,Data Scientist,USD,115360,Remote,United States,M
2023,Data Engineer,USD,252000,In-person,United States,M
2023,Data Engineer,USD,129000,In-person,United States,M
2023,Analytics Engineer,USD,193170,In-person,United States,M
2023,Analytics Engineer,USD,116480,In-person,United States,M
2023,Applied Scientist,USD,250000,In-person,United States,M
2023,Applied Scientist,USD,125000,In-person,United States,M
2023,Data Engineer,USD,146000,Remote,United States,M
2023,Data Engineer,USD,94000,Remote,United States,M
2023,Director of Data Science,GBP,200000,In-person,United Kingdom,M
2023,Director of Data Science,GBP,165000,In-person,United Kingdom,M
2023,Head of Data,GBP,110000,Remote,United Kingdom,M
2023,Head of Data,GBP,90000,Remote,United Kingdom,M
2023,Applied Scientist,USD,260000,In-person,United States,L
2023,Applied Scientist,USD,136000,In-person,United States,L
2023,Head of Data,USD,329500,In-person,United States,M
2023,Head of Data,USD,269600,In-person,United States,M
2023,Data Architect,USD,250500,In-person,United States,M
2023,Data Architect,USD,159500,In-person,United States,M
2023,Data Analyst,USD,115000,In-person,United States,M
2023,Data Analyst,USD,105000,In-person,United States,M
2023,Research Scientist,USD,250000,In-person,United States,M
2023,Research Scientist,USD,170000,In-person,United States,M
2023,Research Scientist,USD,198800,In-person,United States,M
2023,Research Scientist,USD,105200,In-person,United States,M
2023,Data Analyst,USD,94035,Remote,United States,M
2023,Data Analyst,USD,57920,Remote,United States,M
2023,Applied Scientist,USD,222200,In-person,United States,L
2023,Applied Scientist,USD,136000,In-person,United States,L
2023,Data Analyst,USD,113600,In-person,United States,M
2023,Data Analyst,USD,60000,In-person,United States,M
2023,Data Engineer,USD,150000,Remote,United States,M
2023,Data Engineer,USD,130000,Remote,United States,M
2023,Data Scientist,USD,256000,Remote,United States,M
2023,Data Scientist,USD,160000,Remote,United States,M
2023,Data Engineer,USD,180000,Remote,United States,M
2023,Data Engineer,USD,165000,Remote,United States,M
2023,Data Analyst,USD,116000,Remote,United States,M
2023,Data Analyst,USD,78000,Remote,United States,M
2023,Computer Vision Engineer,USD,245000,In-person,United Kingdom,M
2023,Computer Vision Engineer,USD,210000,In-person,United Kingdom,M
2023,Data Analyst,USD,115934,Remote,United States,M
2023,Data Analyst,USD,81666,Remote,United States,M
2023,Machine Learning Engineer,USD,283200,In-person,United States,M
2023,Machine Learning Engineer,USD,188800,In-person,United States,M
2023,Research Scientist,USD,220000,In-person,United States,M
2023,Research Scientist,USD,150000,In-person,United States,M
2023,Applied Scientist,USD,192000,Remote,United States,M
2023,Applied Scientist,USD,164000,Remote,United States,M
2023,Business Data Analyst,USD,36000,In-person,Ghana,S
2023,Research Scientist,USD,205640,In-person,United States,M
2023,Research Scientist,USD,142600,In-person,United States,M
2023,Data Engineer,USD,193200,Remote,United States,M
2023,Data Engineer,USD,156400,Remote,United States,M
2023,Machine Learning Engineer,USD,196000,In-person,United States,M
2023,Machine Learning Engineer,USD,121000,In-person,United States,M
2023,Data Engineer,USD,72000,Remote,Argentina,M
2023,Data Engineer,USD,48000,Remote,Argentina,M
2023,Data Engineer,USD,165000,In-person,United States,M
2023,Data Engineer,USD,132300,In-person,United States,M
2023,Data Scientist,USD,244000,In-person,Canada,M
2023,Data Scientist,USD,197000,In-person,Canada,M
2023,Data Science Manager,USD,328000,In-person,United States,M
2023,Data Science Manager,USD,211000,In-person,United States,M
2023,Data Scientist,USD,237000,Remote,United States,M
2023,Data Scientist,USD,201450,Remote,United States,M
2023,ML Engineer,USD,229000,In-person,United States,M
2023,ML Engineer,USD,206000,In-person,United States,M
2023,Data Scientist,USD,231000,Remote,United States,M
2023,Data Scientist,USD,134000,Remote,United States,M
2023,ML Engineer,USD,183750,In-person,United States,M
2023,ML Engineer,USD,165400,In-person,United States,M
2023,Data Engineer,USD,175000,In-person,United States,M
2023,Data Engineer,USD,125000,In-person,United States,M
2023,Analytics Engineer,USD,152900,Remote,United Kingdom,M
2023,Analytics Engineer,USD,117700,Remote,United Kingdom,M
2023,Data Scientist,USD,285800,In-person,United States,M
2023,Data Scientist,USD,154600,In-person,United States,M
2023,Data Operations Engineer,USD,289120,In-person,United States,M
2023,Data Operations Engineer,USD,192400,In-person,United States,M
2023,Staff Data Analyst,USD,179998,Remote,Saudi Arabia,S
2023,Data Scientist,USD,35000,In-person,India,L
2023,Data Engineer,USD,230000,In-person,United States,M
2023,Data Engineer,USD,166000,In-person,United States,M
2023,AWS Data Architect,USD,258000,Remote,United States,L
2023,Data Scientist,USD,225000,In-person,United States,M
2023,Data Scientist,USD,156400,In-person,United States,M
2023,Data Engineer,USD,190000,Remote,United States,M
2023,Data Engineer,USD,150000,Remote,United States,M
2023,Data Scientist,USD,196000,In-person,United States,M
2023,Data Scientist,USD,121000,In-person,United States,M
2023,Data Scientist,USD,219000,In-person,United States,M
2023,Data Scientist,USD,141000,In-person,United States,M
2023,Data Engineer,USD,230000,In-person,United States,M
2023,Data Engineer,USD,206000,In-person,United States,M
2023,Applied Scientist,USD,192000,In-person,United States,M
2023,Applied Scientist,USD,164000,In-person,United States,M
2023,ML Engineer,USD,300000,In-person,Australia,M
2023,ML Engineer,USD,260000,In-person,Australia,M
2023,Data Analyst,USD,147000,Remote,United States,M
2023,Data Analyst,USD,92000,Remote,United States,M
2023,Machine Learning Engineer,USD,200000,In-person,United States,M
2023,Machine Learning Engineer,USD,140000,In-person,United States,M
2023,Data Manager,USD,110000,In-person,United States,M
2023,Data Manager,USD,70000,In-person,United States,M
2023,Data Engineer,USD,284310,In-person,United States,M
2023,Data Engineer,USD,153090,In-person,United States,M
2023,Machine Learning Engineer,USD,261500,In-person,United States,L
2023,Machine Learning Engineer,USD,134500,In-person,United States,L
2023,Product Data Analyst,USD,83200,Hybrid,United States,S
2023,Data Engineer,USD,204500,In-person,Germany,M
2023,Data Engineer,USD,142200,In-person,Germany,M
2023,Data Analyst,USD,145000,Remote,United States,M
2023,Data Analyst,USD,106000,Remote,United States,M
2023,Data Scientist,USD,190000,Remote,United States,M
2023,Data Scientist,USD,160000,Remote,United States,M
2023,Analytics Engineer,USD,275300,Remote,United States,M
2023,Analytics Engineer,USD,183500,Remote,United States,M
2023,Data Engineer,GBP,120000,In-person,United Kingdom,M
2023,Data Engineer,GBP,100000,In-person,United Kingdom,M
2023,ETL Developer,USD,182850,Remote,United States,M
2023,ETL Developer,USD,113000,Remote,United States,M
2023,Business Intelligence Engineer,USD,202800,In-person,United States,L
2023,Business Intelligence Engineer,USD,104300,In-person,United States,L
2023,Data Engineer,USD,215000,In-person,United States,M
2023,Data Engineer,USD,175000,In-person,United States,M
2023,Data Scientist,USD,228856,Remote,United Kingdom,M
2023,Data Scientist,USD,144540,Remote,United Kingdom,M
2023,Data Engineer,USD,162500,In-person,United States,M
2023,Data Engineer,USD,130000,In-person,United States,M
2023,Data Scientist,USD,140000,Remote,United States,M
2023,Data Scientist,USD,115000,Remote,United States,M
2023,Data Engineer,USD,136600,Remote,United States,M
2023,Data Engineer,USD,109280,Remote,United States,M
2023,Machine Learning Engineer,USD,221000,In-person,United States,M
2023,Machine Learning Engineer,USD,185000,In-person,United States,M
2023,Data Analyst,USD,84000,Remote,Colombia,M
2023,Data Analyst,USD,60000,Remote,Colombia,M
2023,Analytics Engineer,GBP,60000,In-person,United Kingdom,M
2023,Analytics Engineer,GBP,50000,In-person,United Kingdom,M
2023,BI Data Analyst,USD,70000,Remote,United States,M
2021,Machine Learning Developer,USD,60000,Remote,Nigeria,M
2023,Research Engineer,USD,281000,In-person,United States,M
2023,Research Engineer,USD,196000,In-person,United States,M
2023,Data Engineer,USD,146000,In-person,United States,M
2023,Data Engineer,USD,94000,In-person,United States,M
2023,Data Integration Specialist,USD,69500,Remote,United States,M
2023,Data Integration Specialist,USD,46400,Remote,United States,M
2023,Data Engineer,USD,185000,Remote,United States,M
2023,Data Engineer,USD,150000,Remote,United States,M
2023,Data Engineer,USD,145000,In-person,United States,M
2023,Data Engineer,USD,115000,In-person,United States,M
2023,Data Engineer,USD,254000,In-person,United States,M
2023,Data Engineer,USD,200000,In-person,United States,M
2023,Applied Scientist,USD,260000,In-person,United States,L
2023,Applied Scientist,USD,136000,In-person,United States,L
2023,Data Scientist,USD,281000,In-person,Canada,M
2023,Data Scientist,USD,181000,In-person,Canada,M
2023,Data Architect,USD,285000,Remote,United States,M
2023,Data Architect,USD,210000,Remote,United States,M
2023,Data Analyst,USD,69525,Remote,United States,M
2023,Data Analyst,USD,61800,Remote,United States,M
2023,Data Scientist,USD,192000,In-person,United States,M
2023,Data Scientist,USD,164000,In-person,United States,M
2023,ML Engineer,USD,178000,In-person,United States,M
2023,ML Engineer,USD,152000,In-person,United States,M
2023,BI Developer,USD,160000,Remote,Japan,L
2023,Data Scientist,USD,40000,Remote,United States,M
2023,Data Analyst,USD,125000,In-person,United States,M
2023,Data Analyst,USD,95000,In-person,United States,M
2023,Data Visualization Analyst,USD,130000,In-person,United States,M
2023,Data Visualization Analyst,USD,110000,In-person,United States,M
2023,Data Scientist,EUR,45000,In-person,Spain,M
2023,Data Scientist,EUR,36000,In-person,Spain,M
2023,Data Engineer,USD,145000,In-person,United States,M
2023,Data Engineer,USD,120000,In-person,United States,M
2023,Machine Learning Engineer,USD,283200,In-person,United States,M
2023,Machine Learning Engineer,USD,188800,In-person,United States,M
2023,Research Engineer,USD,225000,In-person,France,M
2023,Research Engineer,USD,168000,In-person,France,M
2023,Data Scientist,USD,140000,In-person,United States,M
2023,Data Scientist,USD,105000,In-person,United States,M
2023,Data Scientist,USD,130001,Remote,United States,M
2023,Data Scientist,USD,71907,Remote,United States,M
2023,Analytics Engineer,USD,144000,Remote,Canada,M
2023,Analytics Engineer,USD,80000,Remote,Canada,M
2023,Data Architect,USD,205000,Remote,United States,M
2023,Data Architect,USD,150000,Remote,United States,M
2023,Data Analyst,USD,189400,In-person,United Kingdom,M
2023,Data Analyst,USD,131685,In-person,United Kingdom,M
2023,Head of Data,USD,204500,In-person,United States,M
2023,Head of Data,USD,142200,In-person,United States,M
2023,Data Scientist,USD,150000,Remote,United States,M
2023,Data Scientist,USD,130000,Remote,United States,M
2023,Data Engineer,USD,120000,In-person,United States,M
2023,Data Engineer,USD,120000,In-person,United States,M
2023,Data Analyst,USD,172000,Remote,United Kingdom,M
2023,Data Analyst,USD,110000,Remote,United Kingdom,M
2023,Applied Scientist,USD,260000,In-person,United States,L
2023,Applied Scientist,USD,136000,In-person,United States,L
2023,Data Analyst,USD,110000,Remote,United States,M
2023,Data Analyst,USD,90000,Remote,United States,M
2023,BI Data Analyst,USD,60000,Remote,United States,M
2023,Data Scientist,CAD,105000,Hybrid,Canada,L
2022,Data Scientist,GBP,45000,Remote,United Kingdom,M
2023,Product Data Analyst,USD,57000,Remote,Russia,L
2023,Autonomous Vehicle Technician,USD,120000,Hybrid,United Kingdom,M
2023,Data Modeler,USD,168400,In-person,United States,M
2023,Data Modeler,USD,90700,In-person,United States,M
2023,Data Analyst,USD,150000,Remote,United States,M
2023,Data Analyst,USD,95000,Remote,United States,M
2023,Data Engineer,USD,161000,In-person,United States,M
2023,Data Engineer,USD,85000,In-person,United States,M
2023,Research Engineer,USD,240000,Remote,United States,M
2023,Research Engineer,USD,157250,Remote,United States,M
2023,Applied Scientist,USD,260000,In-person,United States,L
2023,Applied Scientist,USD,136000,In-person,United States,L
2023,Data Scientist,USD,277500,In-person,United States,M
2023,Data Scientist,USD,206000,In-person,United States,M
2023,Machine Learning Engineer,USD,165000,In-person,United States,M
2023,Machine Learning Engineer,USD,150000,In-person,United States,M
2023,Applied Scientist,USD,222200,In-person,United States,L
2023,Applied Scientist,USD,136000,In-person,United States,L
2023,Data Scientist,USD,236500,In-person,United States,M
2023,Data Scientist,USD,176000,In-person,United States,M
2023,Data Analyst,USD,155000,In-person,United Kingdom,M
2023,Data Analyst,USD,120000,In-person,United Kingdom,M
2023,Data Scientist,USD,172800,Remote,United Kingdom,M
2023,Data Scientist,USD,110000,Remote,United Kingdom,M
2023,Applied Scientist,USD,260000,In-person,United States,L
2023,Applied Scientist,USD,136000,In-person,United States,L
2023,Data Engineer,USD,171250,In-person,United States,M
2023,Data Engineer,USD,113750,In-person,United States,M
2020,Sales Data Analyst,USD,60000,In-person,Nigeria,M
2023,Cloud Data Engineer,USD,100000,Hybrid,United States,L
2023,Finance Data Analyst,EUR,300000,Remote,United States,M
2023,Data Engineer,USD,146000,In-person,United States,M
2023,Data Engineer,USD,75000,In-person,United States,M
2023,Data Engineer,USD,146000,In-person,United States,M
2023,Data Engineer,USD,75000,In-person,United States,M
2023,Research Scientist,USD,150000,In-person,United States,M
2023,Research Scientist,USD,100000,In-person,United States,M
2023,Data Analyst,USD,62000,In-person,United States,M
2023,Data Analyst,USD,55000,In-person,United States,M
2023,Data Analytics Manager,USD,155000,In-person,United States,M
2023,Data Analytics Manager,USD,140000,In-person,United States,M
2023,Applied Scientist,USD,36000,Hybrid,Nigeria,M
2023,Machine Learning Engineer,USD,247500,In-person,United States,M
2023,Machine Learning Engineer,USD,172200,In-person,United States,M
2023,Data Specialist,USD,110000,In-person,United States,M
2023,Data Specialist,USD,70000,In-person,United States,M
2023,Machine Learning Engineer,USD,230000,In-person,United States,M
2023,Machine Learning Engineer,USD,140100,In-person,United States,M
2023,Machine Learning Engineer,USD,297300,Remote,United States,M
2023,Machine Learning Engineer,USD,198200,Remote,United States,M
2023,Data Engineer,USD,204000,Remote,United States,M
2023,Data Engineer,USD,161500,Remote,United States,M
2023,Data Operations Analyst,USD,144000,In-person,United Kingdom,M
2023,Data Operations Analyst,USD,77000,In-person,United Kingdom,M
2023,Data Specialist,USD,87500,Remote,United States,M
2023,Data Specialist,USD,62500,Remote,United States,M
2023,Data Analyst,USD,160000,Remote,United States,M
2023,Data Analyst,USD,135000,Remote,United States,M
2023,Machine Learning Engineer,USD,216000,Remote,United States,M
2023,Machine Learning Engineer,USD,184000,Remote,United States,M
2023,Data Modeler,GBP,90000,In-person,United Kingdom,M
2023,Data Modeler,GBP,45000,In-person,United Kingdom,M
2023,Research Engineer,USD,253000,Remote,United States,M
2023,Research Engineer,USD,156400,Remote,United States,M
2023,Data Engineer,USD,265000,Remote,United States,M
2023,Data Engineer,USD,200000,Remote,United States,M
2023,Data Engineer,USD,217000,Remote,United States,M
2023,Data Engineer,USD,185000,Remote,United States,M
2023,Data Scientist,USD,177300,In-person,United Kingdom,M
2023,Data Scientist,USD,136300,In-person,United Kingdom,M
2023,Data Analyst,USD,83000,Remote,United States,M
2023,Data Analyst,USD,72000,Remote,United States,M
2023,Data Analyst,USD,208450,Remote,United States,M
2023,Data Analyst,USD,170550,Remote,United States,M
2023,Data Engineer,USD,72000,Remote,Colombia,M
2023,Data Engineer,USD,60000,Remote,Colombia,M
2023,Machine Learning Engineer,USD,200000,In-person,United States,M
2023,Machine Learning Engineer,USD,130000,In-person,United States,M
2023,Data Scientist,USD,190000,In-person,United States,M
2023,Data Scientist,USD,165000,In-person,United States,M
2023,Research Engineer,USD,165000,In-person,United States,M
2023,Research Engineer,USD,145000,In-person,United States,M
2023,Applied Scientist,USD,222200,In-person,United States,L
2023,Applied Scientist,USD,136000,In-person,United States,L
2023,Director of Data Science,USD,336400,In-person,United States,M
2023,Director of Data Science,USD,201900,In-person,United States,M
2023,Data Scientist,USD,189750,In-person,United States,M
2023,Data Scientist,USD,131100,In-person,United States,M
2023,Data Science Manager,USD,270000,Remote,United States,M
2023,Data Science Manager,USD,95000,Remote,United States,M
2023,Data Engineer,USD,170000,In-person,United States,M
2023,Data Engineer,USD,120000,In-person,United States,M
2023,Data Engineer,USD,117300,In-person,United States,M
2023,Data Engineer,USD,69000,In-person,United States,M
2023,Data Engineer,USD,182000,Remote,United States,M
2023,Data Engineer,USD,144000,Remote,United States,M
2023,Data Science Lead,USD,244000,In-person,United States,M
2023,Data Science Lead,USD,200000,In-person,United States,M
2023,Data Analyst,USD,120000,Remote,United States,M
2023,Data Analyst,USD,100000,Remote,United States,M
2023,Data Engineer,USD,260000,In-person,United States,M
2023,Data Engineer,USD,175000,In-person,United States,M
2023,Data Engineer,USD,190000,In-person,United States,M
2023,Data Engineer,USD,150000,In-person,United States,M
2023,Data Scientist,USD,210000,Remote,United States,M
2023,Data Scientist,USD,160000,Remote,United States,M
2023,Data Scientist,USD,210000,Remote,United States,M
2023,Data Scientist,USD,160000,Remote,United States,M
2023,Data Scientist,USD,210000,Remote,United States,M
2023,Data Scientist,USD,160000,Remote,United States,M
2023,Data Scientist,USD,210000,Remote,United States,M
2023,Data Scientist,USD,160000,Remote,United States,M
2023,Data Scientist,USD,210000,Remote,United States,M
2023,Data Scientist,USD,160000,Remote,United States,M
2023,Machine Learning Engineer,USD,250000,In-person,United States,M
2023,Machine Learning Engineer,USD,100000,In-person,United States,M
2023,Machine Learning Engineer,USD,225000,Remote,United States,M
2023,Machine Learning Engineer,USD,175000,Remote,United States,M
2023,Data Scientist,USD,210000,Remote,United States,M
2023,Data Scientist,USD,160000,Remote,United States,M
2023,Data Scientist,USD,210000,Remote,United States,M
2023,Data Scientist,USD,160000,Remote,United States,M
2023,Data Scientist,USD,210000,Remote,United States,M
2023,Data Scientist,USD,160000,Remote,United States,M
2023,Data Scientist,USD,236500,In-person,United States,M
2023,Data Scientist,USD,176000,In-person,United States,M
2023,Data Scientist,USD,105000,In-person,United States,M
2023,Data Scientist,USD,102500,In-person,United States,M
2023,Research Engineer,USD,370000,In-person,United States,M
2023,Research Engineer,USD,200000,In-person,United States,M
2023,Data Engineer,USD,260000,In-person,United States,M
2023,Data Engineer,USD,225000,In-person,United States,M
2023,Research Scientist,USD,370000,In-person,United States,M
2023,Research Scientist,USD,200000,In-person,United States,M
2023,Data Engineer,USD,186600,Remote,United States,M
2023,Data Engineer,USD,116500,Remote,United States,M
2023,Data Engineer,USD,80000,Remote,Argentina,M
2023,Data Engineer,USD,60000,Remote,Argentina,M
2023,Data Science Manager,USD,299500,In-person,United States,M
2023,Data Science Manager,USD,245100,In-person,United States,M
2023,Machine Learning Scientist,USD,222000,Remote,United States,M
2023,Machine Learning Scientist,USD,138000,Remote,United States,M
2023,Data Analyst,USD,207300,Remote,Canada,M
2023,Data Analyst,USD,149200,Remote,Canada,M
2023,Machine Learning Scientist,USD,292000,Remote,United States,M
2023,Machine Learning Scientist,USD,164500,Remote,United States,M
2023,Machine Learning Scientist,USD,292200,Remote,United States,M
2023,Machine Learning Scientist,USD,164500,Remote,United States,M
2023,Data Engineer,USD,163800,In-person,United States,M
2023,Data Engineer,USD,126000,In-person,United States,M
2023,Data Scientist,USD,160000,In-person,United States,M
2023,Data Scientist,USD,120000,In-person,United States,M
2023,Data Analyst,USD,140000,In-person,United States,M
2023,Data Analyst,USD,120000,In-person,United States,M
2023,AI Scientist,USD,120000,Remote,Germany,M
2023,Computer Vision Engineer,USD,280000,In-person,United States,M
2023,Computer Vision Engineer,USD,210000,In-person,United States,M
2023,Data Scientist,USD,170000,Remote,United States,M
2023,Data Scientist,USD,150000,Remote,United States,M
2023,Machine Learning Engineer,USD,200000,Remote,United States,M
2023,Machine Learning Engineer,USD,170000,Remote,United States,M
2023,Director of Data Science,USD,225000,Remote,United States,M
2023,Director of Data Science,USD,175000,Remote,United States,M
2023,Data Science Consultant,USD,189750,In-person,United States,M
2023,Data Science Consultant,USD,131100,In-person,United States,M
2023,Data Analyst,USD,123400,Remote,United States,M
2023,Data Analyst,USD,82200,Remote,United States,M
2023,Data Engineer,GBP,40000,Remote,United Kingdom,M
2023,Data Engineer,GBP,35000,Remote,United Kingdom,M
2023,Applied Machine Learning Engineer,USD,225000,Remote,United States,M
2023,Analytics Engineer,USD,50000,Remote,Nigeria,S
2023,Data Engineer,USD,161800,In-person,United States,M
2023,Data Engineer,USD,121400,In-person,United States,M
2023,Research Scientist,USD,285000,In-person,United States,M
2023,Research Scientist,USD,193900,In-person,United States,M
2023,Analytics Engineer,USD,240000,In-person,United States,M
2023,Analytics Engineer,USD,196000,In-person,United States,M
2023,Data Scientist,USD,214000,In-person,United States,M
2023,Data Scientist,USD,164000,In-person,United States,M
2023,Decision Scientist,USD,170000,Remote,United States,M
2023,Decision Scientist,USD,155000,Remote,United States,M
2023,Data Analyst,USD,125000,In-person,United States,M
2023,Data Analyst,USD,98000,In-person,United States,M
2023,Machine Learning Engineer,USD,199000,Remote,United States,M
2023,Machine Learning Engineer,USD,145000,Remote,United States,M
2023,Machine Learning Engineer,USD,260000,Remote,United States,M
2023,Machine Learning Engineer,USD,200000,Remote,United States,M
2022,Research Engineer,EUR,100000,Hybrid,United Kingdom,S
2023,Data Engineer,GBP,90000,In-person,United Kingdom,M
2023,Data Engineer,GBP,70000,In-person,United Kingdom,M
2023,Decision Scientist,USD,185900,In-person,United States,M
2023,Decision Scientist,USD,129300,In-person,United States,M
2023,Data Engineer,USD,200000,In-person,United States,M
2023,Data Engineer,USD,145000,In-person,United States,M
2023,Data Engineer,USD,175000,In-person,United States,M
2023,Data Engineer,USD,120000,In-person,United States,M
2023,Data Engineer,USD,145000,In-person,United States,M
2023,Data Engineer,USD,120000,In-person,United States,M
2023,Data Engineer,USD,252000,In-person,United States,M
2023,Data Engineer,USD,129000,In-person,United States,M
2023,Analytics Engineer,USD,289800,In-person,United Kingdom,M
2023,Analytics Engineer,USD,214000,In-person,United Kingdom,M
2023,Data Analyst,USD,142000,In-person,United States,M
2023,Data Analyst,USD,87500,In-person,United States,M
2023,Applied Scientist,USD,222200,In-person,United States,L
2023,Applied Scientist,USD,136000,In-person,United States,L
2023,Machine Learning Engineer,USD,220000,Remote,United States,M
2023,Machine Learning Engineer,USD,165000,Remote,United States,M
2023,Data Scientist,EUR,45000,In-person,Spain,M
2023,Data Scientist,EUR,36000,In-person,Spain,M
2023,Data Scientist,USD,280830,Remote,Canada,M
2023,Data Scientist,USD,173175,Remote,Canada,M
2023,Data Scientist,USD,195000,In-person,United States,M
2023,Data Scientist,USD,160000,In-person,United States,M
2023,Data Scientist,USD,275300,Remote,United States,M
2023,Data Scientist,USD,183500,Remote,United States,M
2023,Data Scientist,USD,175000,Remote,United States,M
2023,Data Scientist,USD,145000,Remote,United States,M
2023,Data Analyst,USD,105000,In-person,United States,M
2023,Data Analyst,USD,85000,In-person,United States,M
2023,Data Scientist,USD,175000,Remote,United States,M
2023,Data Scientist,USD,160000,Remote,United States,M
2023,BI Developer,GBP,75000,In-person,United Kingdom,M
2023,BI Developer,GBP,40000,In-person,United Kingdom,M
2023,Data Engineer,USD,162500,In-person,United States,M
2023,Data Engineer,USD,130000,In-person,United States,M
2023,NLP Engineer,EUR,69500,Remote,Spain,M
2023,NLP Engineer,EUR,60000,Remote,Spain,M
2023,Data Engineer,USD,174350,Remote,United States,M
2023,Data Engineer,USD,126800,Remote,United States,M
2023,NLP Engineer,EUR,66200,Remote,Italy,M
2023,NLP Engineer,EUR,57000,Remote,Italy,M
2023,Data Engineer,USD,245000,Remote,United States,M
2023,Data Engineer,USD,140000,Remote,United States,M
2023,Analytics Engineer,USD,231250,Remote,United States,M
2023,Analytics Engineer,USD,138750,Remote,United States,M
2023,Machine Learning Engineer,USD,155000,In-person,United States,M
2023,Machine Learning Engineer,USD,125000,In-person,United States,M
2023,Data Engineer,USD,242000,In-person,United States,M
2023,Data Engineer,USD,195000,In-person,United States,M
2023,Research Scientist,USD,155000,In-person,United States,M
2023,Research Scientist,USD,125000,In-person,United States,M
2023,Applied Scientist,USD,222200,In-person,United States,L
2023,Applied Scientist,USD,136000,In-person,United States,L
2023,Machine Learning Engineer,USD,160000,Remote,United States,M
2023,Machine Learning Engineer,USD,140000,Remote,United States,M
2023,Data Specialist,USD,110000,In-person,United States,M
2023,Data Specialist,USD,70000,In-person,United States,M
2023,Data Scientist,USD,183924,In-person,United States,M
2023,Data Scientist,USD,125760,In-person,United States,M
2023,Data Analyst,USD,150000,Remote,United States,M
2023,Data Analyst,USD,105000,Remote,United States,M
2023,Analytics Engineer,GBP,350000,In-person,United Kingdom,M
2023,Analytics Engineer,GBP,50000,In-person,United Kingdom,M
2023,Principal Data Scientist,EUR,80000,Remote,Spain,L
2023,ML Engineer,USD,30000,Remote,United States,S
2023,ML Engineer,USD,25500,Remote,United States,S
2023,Data Scientist,USD,175000,Remote,Canada,M
2023,Data Scientist,USD,120000,Remote,Canada,M
2023,Applied Scientist,USD,222200,In-person,United States,L
2023,Applied Scientist,USD,136000,In-person,United States,L
2023,Data Scientist,USD,219000,In-person,Canada,M
2023,Data Scientist,USD,141000,In-person,Canada,M
2023,Data Scientist,USD,147100,In-person,United States,M
2023,Data Scientist,USD,90700,In-person,United States,M
2023,Data Analyst,USD,130000,Remote,United States,M
2023,Data Analyst,USD,100000,Remote,United States,M
2023,Applied Scientist,USD,213660,In-person,United States,L
2023,Applied Scientist,USD,130760,In-person,United States,L
2023,Data Modeler,USD,147100,In-person,United States,M
2023,Data Modeler,USD,90700,In-person,United States,M
2023,Data Scientist,USD,170000,In-person,United States,M
2023,Data Scientist,USD,150000,In-person,United States,M
2023,Data Analyst,USD,150000,Remote,United States,M
2023,Data Analyst,USD,110000,Remote,United States,M
2023,Research Engineer,USD,275000,In-person,Germany,M
2023,Research Engineer,USD,174000,In-person,Germany,M
2023,Analytics Engineer,USD,230000,Remote,United Kingdom,M
2023,Analytics Engineer,USD,143200,Remote,United Kingdom,M
2023,Business Intelligence Engineer,USD,225000,In-person,United States,M
2023,Business Intelligence Engineer,USD,156400,In-person,United States,M
2023,Machine Learning Engineer,USD,200000,In-person,United States,M
2023,Machine Learning Engineer,USD,130000,In-person,United States,M
2023,Data Strategist,USD,90000,In-person,Canada,M
2023,Data Strategist,USD,72000,In-person,Canada,M
2023,Data Engineer,USD,253200,In-person,United States,M
2023,Data Engineer,USD,90700,In-person,United States,M
2023,Computer Vision Engineer,USD,342810,In-person,United States,M
2023,Computer Vision Engineer,USD,184590,In-person,United States,M
2023,Data Engineer,USD,162500,In-person,United States,M
2023,Data Engineer,USD,130000,In-person,United States,M
2023,Data Analyst,USD,105380,In-person,United States,M
2023,Data Analyst,USD,64500,In-person,United States,M
2023,Compliance Data Analyst,USD,30000,Remote,Nigeria,L
2023,Applied Scientist,USD,204620,In-person,United States,L
2023,Applied Scientist,USD,110680,In-person,United States,L
2023,Data Engineer,USD,270703,In-person,United States,M
2023,Data Engineer,USD,221484,In-person,United States,M
2023,Data Scientist,USD,212750,Remote,United States,M
